,,,,,Recommended N (kg/ha),Recommended N (kg/ha),Recommended P2O5 (kg/ha),Recommended P2O5 (kg/ha),Recommended K2O (kg/ha),Recommended K2O (kg/ha)
Region VI,2,Wet season,Combined,"(4, 6]",74.0,118.0,20.0,34.0,15.0,68.0
Region VI,2,Wet season,Combined,"(6, 8]",118.0,124.0,28.0,33.0,38.0,63.0
Region VI,2,Wet season,Manual,"(0, 2]",30.0,82.0,10.0,20.0,0.0,29.0
Region VI,2,Wet season,Manual,"(2, 4]",30.0,84.0,10.0,26.0,0.0,49.0
Region VI,2,Wet season,Manual,"(4, 6]",70.0,126.0,20.0,35.0,20.0,76.0
Region VI,2,Wet season,Manual,"(6, 8]",92.0,143.0,27.0,40.0,50.0,84.0
Region VI,2,Wet season,Manual,"(8, 10]",118.0,120.0,34.0,34.0,62.0,67.0
Region VI,2,Wet season,Reaper,"(0, 2]",43.0,43.0,15.0,17.0,15.0,17.0
Region VI,2,Wet season,Reaper,"(2, 4]",43.0,77.0,14.0,23.0,14.0,37.0
Region VI,2,Wet season,Reaper,"(4, 6]",88.0,95.0,26.0,28.0,46.0,54.0
Region VI,3,Dry season,Combined,"(0, 2]",43.0,57.0,10.0,13.0,0.0,13.0
Region VI,3,Dry season,Combined,"(2, 4]",43.0,88.0,10.0,22.0,0.0,22.0
Region VI,3,Dry season,Combined,"(4, 6]",72.0,124.0,17.0,31.0,16.0,41.0
Region VI,3,Dry season,Combined,"(6, 8]",118.0,137.0,30.0,35.0,24.0,60.0
Region VI,3,Dry season,Combined,"(8, 10]",124.0,154.0,31.0,39.0,31.0,39.0
Region VI,3,Dry season,Manual,"(0, 2]",43.0,82.0,10.0,20.0,0.0,21.0
Region VI,3,Dry season,Manual,"(2, 4]",43.0,100.0,10.0,29.0,0.0,52.0
Region VI,3,Dry season,Manual,"(4, 6]",57.0,128.0,15.0,36.0,15.0,73.0
Region VI,3,Dry season,Manual,"(6, 8]",102.0,154.0,29.0,41.0,29.0,88.0
Region VI,3,Dry season,Manual,"(8, 10]",102.0,139.0,29.0,38.0,29.0,70.0
Region VI,3,Dry season,Reaper,"(0, 2]",43.0,82.0,15.0,20.0,15.0,20.0
Region VI,3,Dry season,Reaper,"(2, 4]",43.0,82.0,15.0,26.0,15.0,48.0
Region VI,3,Dry season,Reaper,"(4, 6]",77.0,126.0,20.0,35.0,20.0,62.0
Region VI,3,Dry season,Reaper,"(8, 10]",106.0,124.0,30.0,34.0,30.0,44.0
Region VI,3,Wet season,Combined,"(0, 2]",43.0,70.0,11.0,16.0,10.0,16.0
Region VI,3,Wet season,Combined,"(2, 4]",43.0,88.0,10.0,25.0,0.0,38.0
Region VI,3,Wet season,Combined,"(4, 6]",72.0,120.0,16.0,34.0,11.0,68.0
Region VI,3,Wet season,Combined,"(6, 8]",90.0,131.0,19.0,36.0,19.0,71.0
Region VI,3,Wet season,Combined,"(8, 10]",110.0,131.0,28.0,33.0,28.0,33.0
Region VI,3,Wet season,Manual,"(0, 2]",43.0,82.0,12.0,20.0,12.0,30.0
Region VI,3,Wet season,Manual,"(2, 4]",43.0,90.0,10.0,27.0,0.0,54.0
Region VI,3,Wet season,Manual,"(4, 6]",70.0,120.0,12.0,35.0,12.0,76.0
Region VI,3,Wet season,Manual,"(6, 8]",92.0,139.0,23.0,38.0,32.0,80.0
Region VI,3,Wet season,Manual,"(8, 10]",98.0,131.0,28.0,37.0,39.0,72.0
Region VI,3,Wet season,Reaper,"(0, 2]",43.0,70.0,14.0,18.0,14.0,18.0
Region VI,3,Wet season,Reaper,"(2, 4]",51.0,82.0,15.0,23.0,15.0,37.0
Region VI,3,Wet season,Reaper,"(4, 6]",77.0,118.0,20.0,33.0,20.0,58.0
Region VI,3,Wet season,Reaper,"(6, 8]",100.0,128.0,28.0,36.0,39.0,72.0
Region VI,4,Dry season,Combined,"(0, 2]",56.0,57.0,11.0,11.0,11.0,11.0
Region VI,4,Dry season,Combined,"(2, 4]",57.0,82.0,11.0,18.0,11.0,18.0
Region VI,4,Dry season,Combined,"(4, 6]",82.0,126.0,18.0,32.0,18.0,32.0
Region VI,4,Dry season,Combined,"(6, 8]",124.0,143.0,31.0,36.0,31.0,36.0
Region VI,4,Dry season,Combined,"(8, 10]",124.0,124.0,31.0,31.0,31.0,31.0
Region VI,4,Dry season,Manual,"(0, 2]",56.0,82.0,12.0,20.0,12.0,20.0
Region VI,4,Dry season,Manual,"(2, 4]",56.0,100.0,12.0,29.0,12.0,29.0
Region VI,4,Dry season,Manual,"(4, 6]",77.0,128.0,19.0,35.0,19.0,46.0
Region VI,4,Dry season,Manual,"(6, 8]",102.0,154.0,29.0,41.0,29.0,63.0
Region VI,4,Dry season,Manual,"(8, 10]",113.0,165.0,31.0,44.0,31.0,72.0
Region VI,4,Dry season,Manual,"(10, 13]",113.0,159.0,31.0,43.0,31.0,69.0
Region VI,4,Dry season,Reaper,"(2, 4]",56.0,80.0,11.0,21.0,0.0,23.0
Region VI,4,Dry season,Reaper,"(4, 6]",88.0,100.0,22.0,29.0,22.0,29.0
Region VI,4,Wet season,Combined,"(0, 2]",57.0,57.0,12.0,12.0,12.0,12.0
Region VI,4,Wet season,Combined,"(2, 4]",57.0,82.0,11.0,18.0,11.0,18.0
Region VI,4,Wet season,Combined,"(4, 6]",82.0,118.0,17.0,30.0,16.0,30.0
Region VI,4,Wet season,Combined,"(6, 8]",98.0,124.0,25.0,31.0,25.0,31.0
Region VI,4,Wet season,Combined,"(8, 10]",106.0,106.0,24.0,24.0,24.0,24.0
Region VI,4,Wet season,Manual,"(0, 2]",47.0,82.0,10.0,20.0,0.0,24.0
Region VI,4,Wet season,Manual,"(2, 4]",45.0,92.0,10.0,23.0,0.0,33.0
Region VI,4,Wet season,Manual,"(4, 6]",70.0,124.0,18.0,34.0,18.0,59.0
Region VI,4,Wet season,Manual,"(6, 8]",108.0,152.0,26.0,41.0,35.0,74.0
Region VI,4,Wet season,Manual,"(8, 10]",108.0,120.0,27.0,33.0,40.0,55.0
Region VI,4,Wet season,Reaper,"(2, 4]",70.0,82.0,18.0,21.0,18.0,29.0
Region VI,4,Wet season,Reaper,"(4, 6]",82.0,113.0,21.0,32.0,21.0,50.0
Region VI,4,Wet season,Reaper,"(6, 8]",124.0,124.0,34.0,34.0,58.0,58.0
Region VI,5,Dry season,Combined,"(2, 4]",22.0,22.0,10.0,10.0,10.0,10.0
Region VI,5,Dry season,Combined,"(4, 6]",42.0,53.0,10.0,12.0,10.0,12.0
Region VI,5,Dry season,Manual,"(2, 4]",10.0,47.0,10.0,12.0,10.0,21.0
Region VI,5,Dry season,Manual,"(4, 6]",45.0,74.0,10.0,19.0,10.0,26.0
Region VI,5,Dry season,Manual,"(6, 8]",60.0,104.0,10.0,16.0,16.0,25.0
Region VI,5,Dry season,Manual,"(10, 13]",97.0,97.0,19.0,19.0,33.0,33.0
Region VI,5,Wet season,Combined,"(0, 2]",43.0,70.0,16.0,19.0,13.0,31.0
Region VI,5,Wet season,Combined,"(2, 4]",43.0,80.0,13.0,20.0,11.0,20.0
Region VI,5,Wet season,Combined,"(4, 6]",77.0,118.0,15.0,26.0,15.0,26.0
Region VI,5,Wet season,Combined,"(6, 8]",118.0,131.0,24.0,28.0,22.0,24.0
Region VI,5,Wet season,Manual,"(0, 2]",43.0,82.0,10.0,23.0,0.0,47.0
Region VI,5,Wet season,Manual,"(2, 4]",43.0,90.0,12.0,26.0,10.0,57.0
Region VI,5,Wet season,Manual,"(4, 6]",74.0,120.0,15.0,32.0,15.0,48.0
Region VI,5,Wet season,Manual,"(6, 8]",102.0,133.0,27.0,34.0,27.0,53.0
Region VI,5,Wet season,Manual,"(8, 10]",131.0,131.0,31.0,31.0,31.0,31.0
Region VI,5,Wet season,Reaper,"(0, 2]",43.0,43.0,17.0,17.0,27.0,28.0
Region VI,5,Wet season,Reaper,"(4, 6]",88.0,100.0,25.0,28.0,37.0,40.0
Region VI,6,Dry season,Combined,"(0, 2]",43.0,43.0,13.0,13.0,10.0,13.0
Region VI,6,Dry season,Combined,"(2, 4]",43.0,80.0,13.0,22.0,13.0,22.0
Region VI,6,Dry season,Combined,"(4, 6]",80.0,98.0,21.0,26.0,21.0,26.0
Region VI,6,Dry season,Combined,"(6, 8]",128.0,131.0,33.0,34.0,48.0,54.0
Region VI,6,Dry season,Manual,"(0, 2]",43.0,57.0,15.0,19.0,15.0,19.0
Region VI,6,Dry season,Manual,"(2, 4]",43.0,92.0,10.0,27.0,0.0,49.0
Region VI,6,Dry season,Manual,"(4, 6]",72.0,124.0,22.0,35.0,35.0,73.0
Region VI,6,Dry season,Manual,"(6, 8]",110.0,141.0,32.0,39.0,62.0,83.0
Region VI,6,Dry season,Manual,"(8, 10]",126.0,126.0,36.0,36.0,76.0,76.0
Region VI,6,Dry season,Reaper,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region VI,6,Dry season,Reaper,"(2, 4]",49.0,80.0,17.0,24.0,17.0,40.0
Region VI,6,Dry season,Reaper,"(4, 6]",88.0,100.0,26.0,29.0,46.0,56.0
Region VI,6,Wet season,Combined,"(0, 2]",43.0,43.0,12.0,12.0,10.0,10.0
Region VI,6,Wet season,Combined,"(2, 4]",43.0,80.0,12.0,22.0,10.0,22.0
Region VI,6,Wet season,Combined,"(4, 6]",74.0,118.0,20.0,31.0,16.0,57.0
Region VI,6,Wet season,Combined,"(6, 8]",106.0,116.0,24.0,30.0,24.0,42.0
Region VI,6,Wet season,Manual,"(0, 2]",43.0,44.0,13.0,17.0,13.0,30.0
Region VI,6,Wet season,Manual,"(2, 4]",30.0,88.0,10.0,27.0,0.0,52.0
Region VI,6,Wet season,Manual,"(4, 6]",72.0,124.0,17.0,35.0,17.0,74.0
Region VI,6,Wet season,Manual,"(6, 8]",98.0,133.0,25.0,37.0,48.0,77.0
Region VI,6,Wet season,Manual,"(8, 10]",120.0,120.0,35.0,35.0,72.0,72.0
Region VI,6,Wet season,Reaper,"(2, 4]",59.0,64.0,19.0,21.0,19.0,30.0
Region VI,6,Wet season,Reaper,"(4, 6]",88.0,88.0,23.0,23.0,36.0,36.0
Region VI,6,Wet season,Reaper,"(6, 8]",110.0,113.0,33.0,33.0,69.0,71.0
Region VII,1,Dry season,Manual,"(0, 2]",43.0,70.0,10.0,18.0,0.0,22.0
Region VII,1,Dry season,Manual,"(2, 4]",48.0,102.0,10.0,30.0,0.0,37.0
Region VII,1,Dry season,Manual,"(4, 6]",82.0,124.0,21.0,36.0,21.0,80.0
Region VII,1,Dry season,Manual,"(6, 8]",108.0,165.0,31.0,45.0,31.0,78.0
Region VII,1,Dry season,Reaper,"(4, 6]",102.0,102.0,30.0,30.0,30.0,30.0
Region VII,1,Wet season,Combined,"(4, 6]",95.0,95.0,23.0,23.0,23.0,23.0
Region VII,1,Wet season,Manual,"(0, 2]",43.0,70.0,10.0,18.0,0.0,21.0
Region VII,1,Wet season,Manual,"(2, 4]",43.0,84.0,14.0,24.0,15.0,45.0
Region VII,1,Wet season,Manual,"(4, 6]",74.0,126.0,20.0,35.0,20.0,67.0
Region VII,1,Wet season,Manual,"(6, 8]",110.0,137.0,32.0,38.0,55.0,72.0
Region VII,1,Wet season,Manual,"(8, 10]",110.0,131.0,32.0,37.0,55.0,66.0
Region VII,2,Dry season,Combined,"(2, 4]",64.0,70.0,18.0,20.0,14.0,18.0
Region VII,2,Dry season,Manual,"(0, 2]",30.0,49.0,10.0,17.0,0.0,21.0
Region VII,2,Dry season,Manual,"(2, 4]",43.0,84.0,15.0,27.0,15.0,53.0
Region VII,2,Dry season,Manual,"(4, 6]",72.0,126.0,16.0,36.0,16.0,80.0
Region VII,2,Dry season,Manual,"(6, 8]",116.0,152.0,33.0,42.0,66.0,98.0
Region VII,2,Dry season,Manual,"(8, 10]",116.0,157.0,33.0,43.0,69.0,102.0
Region VII,2,Dry season,Reaper,"(0, 2]",43.0,43.0,16.0,16.0,16.0,17.0
Region VII,2,Dry season,Reaper,"(2, 4]",46.0,46.0,17.0,17.0,17.0,17.0
Region VII,2,Wet season,Combined,"(0, 2]",43.0,43.0,13.0,13.0,10.0,10.0
Region VII,2,Wet season,Combined,"(2, 4]",43.0,64.0,13.0,18.0,10.0,18.0
Region VII,2,Wet season,Manual,"(0, 2]",30.0,46.0,10.0,18.0,0.0,29.0
Region VII,2,Wet season,Manual,"(2, 4]",43.0,88.0,13.0,27.0,13.0,56.0
Region VII,2,Wet season,Manual,"(4, 6]",72.0,124.0,20.0,36.0,30.0,79.0
Region VII,2,Wet season,Manual,"(6, 8]",113.0,139.0,31.0,39.0,68.0,88.0
Region VII,2,Wet season,Manual,"(8, 10]",126.0,131.0,36.0,38.0,75.0,84.0
Region VII,2,Wet season,Reaper,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region VII,2,Wet season,Reaper,"(2, 4]",43.0,77.0,16.0,24.0,16.0,38.0
Region VII,3,Dry season,Combined,"(2, 4]",77.0,77.0,17.0,17.0,15.0,15.0
Region VII,3,Dry season,Manual,"(2, 4]",57.0,88.0,15.0,23.0,15.0,23.0
Region VII,3,Dry season,Manual,"(4, 6]",84.0,120.0,21.0,34.0,21.0,62.0
Region VII,3,Dry season,Manual,"(6, 8]",108.0,154.0,31.0,42.0,31.0,71.0
Region VII,3,Wet season,Combined,"(0, 2]",70.0,70.0,14.0,14.0,14.0,14.0
Region VII,3,Wet season,Combined,"(2, 4]",70.0,80.0,14.0,16.0,14.0,15.0
Region VII,3,Wet season,Combined,"(4, 6]",82.0,110.0,17.0,27.0,16.0,20.0
Region VII,3,Wet season,Combined,"(6, 8]",124.0,124.0,30.0,30.0,24.0,24.0
Region VII,3,Wet season,Manual,"(0, 2]",43.0,70.0,15.0,18.0,15.0,21.0
Region VII,3,Wet season,Manual,"(2, 4]",57.0,80.0,16.0,26.0,16.0,51.0
Region VII,3,Wet season,Manual,"(4, 6]",84.0,110.0,21.0,33.0,28.0,61.0
Region VII,3,Wet season,Manual,"(6, 8]",120.0,120.0,34.0,34.0,62.0,62.0
Region VII,4,Dry season,Combined,"(0, 2]",57.0,70.0,12.0,14.0,12.0,14.0
Region VII,4,Dry season,Combined,"(2, 4]",57.0,80.0,12.0,17.0,12.0,17.0
Region VII,4,Dry season,Combined,"(4, 6]",80.0,108.0,17.0,27.0,17.0,27.0
Region VII,4,Dry season,Manual,"(0, 2]",45.0,70.0,10.0,18.0,0.0,21.0
Region VII,4,Dry season,Manual,"(2, 4]",45.0,106.0,10.0,30.0,0.0,30.0
Region VII,4,Dry season,Manual,"(4, 6]",56.0,141.0,14.0,39.0,0.0,61.0
Region VII,4,Dry season,Manual,"(6, 8]",90.0,167.0,23.0,45.0,23.0,82.0
Region VII,4,Dry season,Manual,"(8, 10]",100.0,173.0,27.0,47.0,27.0,85.0
Region VII,4,Dry season,Manual,"(10, 13]",108.0,165.0,31.0,45.0,31.0,78.0
Region VII,4,Dry season,Reaper,"(0, 2]",57.0,57.0,15.0,15.0,15.0,18.0
Region VII,4,Dry season,Reaper,"(2, 4]",57.0,82.0,15.0,21.0,15.0,21.0
Region VII,4,Wet season,Combined,"(0, 2]",70.0,70.0,14.0,14.0,14.0,14.0
Region VII,4,Wet season,Combined,"(2, 4]",70.0,80.0,14.0,20.0,14.0,20.0
Region VII,4,Wet season,Combined,"(4, 6]",70.0,95.0,14.0,23.0,14.0,23.0
Region VII,4,Wet season,Combined,"(6, 8]",100.0,133.0,25.0,35.0,25.0,47.0
Region VII,4,Wet season,Manual,"(0, 2]",47.0,70.0,10.0,18.0,0.0,21.0
Region VII,4,Wet season,Manual,"(2, 4]",45.0,92.0,10.0,24.0,0.0,46.0
Region VII,4,Wet season,Manual,"(4, 6]",67.0,126.0,12.0,36.0,0.0,72.0
Region VII,4,Wet season,Manual,"(6, 8]",70.0,152.0,18.0,42.0,18.0,84.0
Region VII,4,Wet season,Manual,"(8, 10]",106.0,154.0,28.0,42.0,47.0,88.0
Region VII,4,Wet season,Reaper,"(0, 2]",57.0,70.0,15.0,18.0,15.0,18.0
Region VII,4,Wet season,Reaper,"(2, 4]",57.0,72.0,15.0,19.0,15.0,19.0
Region VII,4,Wet season,Reaper,"(4, 6]",95.0,120.0,27.0,34.0,35.0,64.0
Region VII,5,Dry season,Manual,"(0, 2]",43.0,43.0,17.0,17.0,17.0,30.0
Region VII,5,Dry season,Manual,"(2, 4]",10.0,74.0,10.0,19.0,10.0,21.0
Region VII,5,Dry season,Manual,"(4, 6]",29.0,90.0,10.0,25.0,10.0,35.0
Region VII,5,Dry season,Manual,"(6, 8]",89.0,97.0,17.0,18.0,28.0,30.0
Region VII,5,Dry season,Manual,"(8, 10]",76.0,97.0,12.0,19.0,19.0,30.0
Region VII,5,Wet season,Manual,"(0, 2]",43.0,70.0,13.0,20.0,13.0,38.0
Region VII,5,Wet season,Manual,"(2, 4]",43.0,88.0,10.0,25.0,0.0,40.0
Region VII,5,Wet season,Manual,"(4, 6]",74.0,124.0,20.0,35.0,20.0,79.0
Region VII,5,Wet season,Manual,"(6, 8]",110.0,137.0,28.0,34.0,28.0,54.0
Region VII,5,Wet season,Manual,"(8, 10]",120.0,120.0,29.0,29.0,29.0,29.0
Region VII,5,Wet season,Reaper,"(0, 2]",57.0,70.0,17.0,20.0,25.0,35.0
Region VII,6,Dry season,Combined,"(2, 4]",43.0,67.0,13.0,19.0,13.0,19.0
Region VII,6,Dry season,Combined,"(4, 6]",84.0,84.0,23.0,23.0,23.0,23.0
Region VII,6,Dry season,Manual,"(0, 2]",43.0,59.0,16.0,20.0,16.0,29.0
Region VII,6,Dry season,Manual,"(2, 4]",43.0,92.0,16.0,28.0,16.0,58.0
Region VII,6,Dry season,Manual,"(4, 6]",72.0,128.0,23.0,36.0,37.0,80.0
Region VII,6,Dry season,Manual,"(6, 8]",95.0,152.0,28.0,42.0,51.0,90.0
Region VII,6,Dry season,Manual,"(8, 10]",133.0,133.0,38.0,38.0,79.0,79.0
Region VII,6,Dry season,Reaper,"(0, 2]",43.0,43.0,16.0,17.0,16.0,17.0
Region VII,6,Wet season,Combined,"(0, 2]",43.0,43.0,13.0,13.0,10.0,10.0
Region VII,6,Wet season,Combined,"(2, 4]",43.0,59.0,13.0,16.0,10.0,13.0
Region VII,6,Wet season,Manual,"(0, 2]",43.0,54.0,13.0,19.0,13.0,33.0
Region VII,6,Wet season,Manual,"(2, 4]",43.0,90.0,11.0,28.0,11.0,57.0
Region VII,6,Wet season,Manual,"(4, 6]",72.0,126.0,23.0,37.0,36.0,80.0
Region VII,6,Wet season,Manual,"(6, 8]",100.0,154.0,30.0,43.0,58.0,95.0
Region VII,6,Wet season,Manual,"(8, 10]",108.0,154.0,32.0,43.0,65.0,97.0
Region VII,6,Wet season,Reaper,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region VII,6,Wet season,Reaper,"(2, 4]",82.0,82.0,25.0,25.0,46.0,46.0
Region VIII,1,Dry season,Combined,"(2, 4]",57.0,57.0,11.0,11.0,11.0,11.0
Region VIII,1,Dry season,Manual,"(0, 2]",43.0,82.0,15.0,20.0,15.0,20.0
Region VIII,1,Dry season,Manual,"(2, 4]",43.0,88.0,15.0,24.0,15.0,42.0
Region VIII,1,Dry season,Manual,"(4, 6]",72.0,118.0,18.0,34.0,18.0,51.0
Region VIII,1,Dry season,Manual,"(6, 8]",126.0,126.0,34.0,34.0,34.0,34.0
Region VIII,1,Dry season,Manual,"(8, 10]",116.0,139.0,33.0,39.0,62.0,67.0
Region VIII,1,Wet season,Combined,"(0, 2]",70.0,70.0,14.0,14.0,14.0,14.0
Region VIII,1,Wet season,Manual,"(0, 2]",43.0,82.0,15.0,20.0,15.0,20.0
Region VIII,1,Wet season,Manual,"(2, 4]",43.0,82.0,15.0,23.0,15.0,36.0
Region VIII,1,Wet season,Manual,"(4, 6]",77.0,108.0,20.0,30.0,20.0,44.0
Region VIII,1,Wet season,Manual,"(6, 8]",120.0,126.0,34.0,34.0,55.0,69.0
Region VIII,1,Wet season,Reaper,"(2, 4]",74.0,74.0,19.0,19.0,19.0,19.0
Region VIII,2,Dry season,Combined,"(0, 2]",43.0,57.0,11.0,14.0,11.0,14.0
Region VIII,2,Dry season,Combined,"(2, 4]",43.0,57.0,12.0,15.0,12.0,15.0
Region VIII,2,Dry season,Combined,"(4, 6]",102.0,113.0,27.0,32.0,27.0,63.0
Region VIII,2,Dry season,Manual,"(0, 2]",30.0,82.0,10.0,20.0,0.0,25.0
Region VIII,2,Dry season,Manual,"(2, 4]",43.0,84.0,12.0,25.0,12.0,48.0
Region VIII,2,Dry season,Manual,"(4, 6]",72.0,124.0,20.0,35.0,20.0,73.0
Region VIII,2,Dry season,Manual,"(6, 8]",95.0,146.0,28.0,41.0,53.0,86.0
Region VIII,2,Dry season,Manual,"(8, 10]",80.0,165.0,25.0,45.0,48.0,99.0
Region VIII,2,Dry season,Reaper,"(0, 2]",43.0,57.0,16.0,17.0,16.0,17.0
Region VIII,2,Dry season,Reaper,"(2, 4]",43.0,57.0,13.0,20.0,13.0,31.0
Region VIII,2,Dry season,Reaper,"(4, 6]",106.0,106.0,29.0,29.0,29.0,29.0
Region VIII,2,Wet season,Combined,"(0, 2]",43.0,43.0,13.0,14.0,10.0,14.0
Region VIII,2,Wet season,Combined,"(2, 4]",43.0,67.0,12.0,19.0,12.0,19.0
Region VIII,2,Wet season,Combined,"(4, 6]",74.0,100.0,20.0,26.0,20.0,26.0
Region VIII,2,Wet season,Combined,"(6, 8]",128.0,128.0,33.0,33.0,47.0,47.0
Region VIII,2,Wet season,Manual,"(0, 2]",30.0,82.0,10.0,20.0,0.0,25.0
Region VIII,2,Wet season,Manual,"(2, 4]",43.0,82.0,12.0,24.0,12.0,48.0
Region VIII,2,Wet season,Manual,"(4, 6]",72.0,118.0,20.0,34.0,20.0,70.0
Region VIII,2,Wet season,Manual,"(6, 8]",72.0,137.0,22.0,38.0,34.0,78.0
Region VIII,2,Wet season,Manual,"(8, 10]",124.0,124.0,35.0,35.0,73.0,73.0
Region VIII,2,Wet season,Reaper,"(0, 2]",43.0,44.0,15.0,16.0,15.0,16.0
Region VIII,2,Wet season,Reaper,"(2, 4]",43.0,57.0,15.0,19.0,15.0,19.0
Region VIII,3,Dry season,Manual,"(0, 2]",43.0,82.0,16.0,20.0,16.0,20.0
Region VIII,3,Dry season,Manual,"(2, 4]",43.0,82.0,16.0,21.0,16.0,33.0
Region VIII,3,Dry season,Manual,"(4, 6]",77.0,102.0,19.0,29.0,19.0,29.0
Region VIII,3,Dry season,Manual,"(6, 8]",128.0,128.0,37.0,37.0,77.0,77.0
Region VIII,3,Dry season,Manual,"(8, 10]",128.0,128.0,33.0,33.0,32.0,32.0
Region VIII,3,Wet season,Combined,"(2, 4]",82.0,82.0,13.0,16.0,13.0,16.0
Region VIII,3,Wet season,Combined,"(6, 8]",133.0,133.0,29.0,29.0,29.0,29.0
Region VIII,3,Wet season,Manual,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region VIII,3,Wet season,Manual,"(2, 4]",43.0,82.0,16.0,21.0,16.0,33.0
Region VIII,3,Wet season,Manual,"(4, 6]",80.0,98.0,20.0,27.0,20.0,55.0
Region VIII,3,Wet season,Manual,"(6, 8]",124.0,124.0,35.0,35.0,72.0,72.0
Region VIII,4,Dry season,Combined,"(0, 2]",57.0,82.0,11.0,16.0,11.0,16.0
Region VIII,4,Dry season,Combined,"(2, 4]",57.0,88.0,11.0,19.0,11.0,19.0
Region VIII,4,Dry season,Combined,"(4, 6]",80.0,128.0,16.0,30.0,15.0,30.0
Region VIII,4,Dry season,Combined,"(6, 8]",102.0,133.0,25.0,32.0,25.0,32.0
Region VIII,4,Dry season,Combined,"(8, 10]",110.0,133.0,26.0,32.0,26.0,32.0
Region VIII,4,Dry season,Manual,"(0, 2]",56.0,82.0,15.0,20.0,15.0,21.0
Region VIII,4,Dry season,Manual,"(2, 4]",56.0,100.0,10.0,29.0,0.0,29.0
Region VIII,4,Dry season,Manual,"(4, 6]",72.0,128.0,16.0,35.0,16.0,43.0
Region VIII,4,Dry season,Manual,"(6, 8]",82.0,173.0,21.0,46.0,21.0,75.0
Region VIII,4,Dry season,Manual,"(8, 10]",77.0,161.0,20.0,43.0,20.0,66.0
Region VIII,4,Dry season,Manual,"(10, 13]",108.0,178.0,30.0,47.0,30.0,79.0
Region VIII,4,Dry season,Reaper,"(0, 2]",70.0,82.0,17.0,20.0,17.0,20.0
Region VIII,4,Dry season,Reaper,"(2, 4]",70.0,82.0,18.0,20.0,18.0,20.0
Region VIII,4,Dry season,Reaper,"(4, 6]",73.0,118.0,11.0,32.0,0.0,32.0
Region VIII,4,Dry season,Reaper,"(6, 8]",110.0,133.0,30.0,36.0,30.0,44.0
Region VIII,4,Dry season,Reaper,"(8, 10]",113.0,133.0,31.0,36.0,31.0,44.0
Region VIII,4,Wet season,Combined,"(0, 2]",56.0,82.0,10.0,16.0,0.0,16.0
Region VIII,4,Wet season,Combined,"(2, 4]",70.0,82.0,10.0,17.0,0.0,16.0
Region VIII,4,Wet season,Combined,"(4, 6]",80.0,118.0,16.0,29.0,16.0,28.0
Region VIII,4,Wet season,Combined,"(6, 8]",118.0,133.0,28.0,33.0,28.0,31.0
Region VIII,4,Wet season,Combined,"(8, 10]",133.0,133.0,33.0,33.0,33.0,33.0
Region VIII,4,Wet season,Manual,"(0, 2]",54.0,82.0,10.0,20.0,0.0,24.0
Region VIII,4,Wet season,Manual,"(2, 4]",56.0,92.0,12.0,23.0,12.0,39.0
Region VIII,4,Wet season,Manual,"(4, 6]",72.0,124.0,17.0,35.0,17.0,65.0
Region VIII,4,Wet season,Manual,"(6, 8]",74.0,159.0,19.0,42.0,19.0,79.0
Region VIII,4,Wet season,Manual,"(8, 10]",80.0,159.0,20.0,42.0,20.0,80.0
Region VIII,4,Wet season,Manual,"(10, 13]",159.0,159.0,42.0,42.0,79.0,79.0
Region VIII,4,Wet season,Reaper,"(0, 2]",70.0,70.0,18.0,18.0,18.0,21.0
Region VIII,4,Wet season,Reaper,"(2, 4]",70.0,82.0,12.0,20.0,10.0,20.0
Region VIII,4,Wet season,Reaper,"(4, 6]",80.0,90.0,20.0,22.0,20.0,30.0
Region VIII,4,Wet season,Reaper,"(6, 8]",128.0,128.0,35.0,35.0,56.0,56.0
Region VIII,5,Dry season,Combined,"(2, 4]",88.0,88.0,22.0,22.0,22.0,22.0
Region VIII,5,Dry season,Combined,"(4, 6]",47.0,47.0,12.0,12.0,12.0,12.0
Region VIII,5,Dry season,Manual,"(0, 2]",10.0,70.0,10.0,20.0,10.0,38.0
Region VIII,5,Dry season,Manual,"(2, 4]",10.0,88.0,10.0,25.0,10.0,40.0
Region VIII,5,Dry season,Manual,"(4, 6]",27.0,126.0,10.0,33.0,11.0,54.0
Region VIII,5,Dry season,Manual,"(6, 8]",32.0,141.0,10.0,35.0,14.0,61.0
Region VIII,5,Dry season,Manual,"(8, 10]",32.0,143.0,10.0,35.0,19.0,47.0
Region VIII,5,Dry season,Reaper,"(2, 4]",32.0,32.0,13.0,13.0,13.0,13.0
Region VIII,5,Wet season,Combined,"(0, 2]",43.0,70.0,15.0,19.0,15.0,19.0
Region VIII,5,Wet season,Combined,"(2, 4]",80.0,88.0,17.0,21.0,17.0,21.0
Region VIII,5,Wet season,Combined,"(4, 6]",82.0,82.0,17.0,17.0,17.0,17.0
Region VIII,5,Wet season,Manual,"(0, 2]",43.0,82.0,17.0,24.0,17.0,49.0
Region VIII,5,Wet season,Manual,"(2, 4]",43.0,84.0,16.0,24.0,16.0,49.0
Region VIII,5,Wet season,Manual,"(4, 6]",72.0,108.0,19.0,29.0,19.0,44.0
